full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0028	TA00473	D00473	EXPEREPAIR: Dual-Memory Enhanced LLM-based Repository-Level Program Repair	2025	Fangwen Mu; Junjie Wang; Lin Shi; Song Wang; Shoubin Li; Qing Wang	arXiv	10.48550/arXiv.2506.10484	2506.10484	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE; backward | backward_from=shen2026structurally;wang2026memgovern	3	include	ExpeRepair accumulates historical repair experience in episodic and semantic memories for repository-level repair.	yes	no	1_include	ok	search/full-texts/pdf/FT0028_TA00473_experepair-dual-memory-enhanced-llm-based-repository-level-program-repair.pdf	search/full-texts/text/FT0028_TA00473_experepair-dual-memory-enhanced-llm-based-repository-level-program-repair.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes ExpeRepair accumulating historical repair experiences into episodic and semantic memories, retrieving them at inference time for repository-level program repair, and evaluating on SWE-bench Lite.	codex_full_text_004	2026-04-28T21:48:58Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 004 high-confidence include records.
FT0029	TA00477	D00477	MEMTRACK: Evaluating Long-Term Memory and State Tracking in Multi-Platform Dynamic Agent Environments	2025	Darshan Deshpande; Varun Gangal; Hersh Mehta; Anand Kannappan; Rebecca Qian; Peng Wang	arXiv	10.48550/arXiv.2510.01353	2510.01353	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.AI;cs.CL; forward | forward_from=joshi2025swebenchcl	2	include	MEMTRACK is a benchmark for long-term memory/state tracking in software-development workflows.	yes	no	1_include	ok	search/full-texts/pdf/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.pdf	search/full-texts/text/FT0029_TA00477_memtrack-evaluating-long-term-memory-and-state-tracking-in-multi-platform-dynami.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text presents MemTrack as a benchmark for long-term memory and state tracking in dynamic multi-platform agent environments including Git/codebase and documentation contexts, with memory-backend evaluation.	codex_full_text_004	2026-04-28T21:48:58Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 004 high-confidence include records.
FT0030	TA00588	D00588	Agent KB: Leveraging Cross-Domain Experience for Agentic Problem Solving	2025	Xiangru Tang; Tianrui Qin; Tianhao Peng; Ziyang Zhou; Yanjun Shao; TingTing Du; Xinming Wei; Peng Xia; Fang Wu; He Zhu; Ge Zhang; Jiaheng Liu; Xingyao Wang; Sirui Hong; Chenglin Wu; Hao Cheng; Chi Wang; Wangchunshu Zhou	arXiv	10.48550/arXiv.2507.06229	2507.06229	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.CL;cs.AI; backward+forward | forward_from=su2025learnbyinteract | backward_from=chen2025sweexp;ouyang2026reasoningbank;memorytransfer2026	2	include	Agent KB provides shared cross-domain experience memory for agentic problem solving and includes coding-agent frameworks.	yes	no	1_include	ok	search/full-texts/pdf/FT0030_TA00588_agent-kb-leveraging-cross-domain-experience-for-agentic-problem-solving.pdf	search/full-texts/text/FT0030_TA00588_agent-kb-leveraging-cross-domain-experience-for-agentic-problem-solving.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes Agent KB as a shared cross-framework knowledge base that distills heterogeneous agent trajectories into reusable experience units and evaluates cross-domain transfer including SWE-bench.	codex_full_text_004	2026-04-28T21:48:58Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 004 high-confidence include records.
FT0031	TA00677	D00677	Evolving Triple Knowledge-Augmented LLMs for Code Translation in Repository Context	2025		arXiv	10.48550/arXiv.2503.18305	2503.18305	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	1	include	K-Trans builds and continuously evolves a translation knowledge base for repository-context code translation.	yes	no	1_include	ok	search/full-texts/pdf/FT0031_TA00677_evolving-triple-knowledge-augmented-llms-for-code-translation-in-repository-cont.pdf	search/full-texts/text/FT0031_TA00677_evolving-triple-knowledge-augmented-llms-for-code-translation-in-repository-cont.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes K3 Trans constructing and continuously evolving a translation knowledge base from target-language codebases, repository context, and prior translation results, with repository-level code-translation evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 005. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0032	TA01147	D01147	ECO: An LLM-Driven Efficient Code Optimizer for Warehouse Scale Computers	2025	Hannah Lin; Martin Maas; Maximilian Roquemore; Arman Hasanzadeh; Fred Lewis; Yusuf Simonson; Tzu-Wei Yang; Amir Yazdanbakhsh; Deniz Altinbüken; Florin Papa; Maggie Nolan Edmonds; Aditya Patil; Don Schwarz; Satish Chandra; Chris Kennelly; Milad Hashemi; Parthasarathy Ranganathan		10.48550/arxiv.2503.15669	2503.15669	citations	search/results-citations.json	backward | backward_from=dong2026kernelblaster;wong2025confucius	0	include	Code optimizer reuses historical commit-derived anti-patterns to refactor source code at scale with production evaluation.	yes	no	1_include	ok	search/full-texts/pdf/FT0032_TA01147_eco-an-llm-driven-efficient-code-optimizer-for-warehouse-scale-computers.pdf	search/full-texts/text/FT0032_TA01147_eco-an-llm-driven-efficient-code-optimizer-for-warehouse-scale-computers.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes ECO mining historical performance-optimizing commits into reusable anti-pattern/optimization knowledge and applying it through an LLM-driven code optimizer with production-scale evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Batch 008 citation-only with abstracts. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0033	TA01175	D01175	EvoLattice: Persistent Internal-Population Evolution through Multi-Alternative Quality-Diversity Graph Representations for LLM-Guided Program Discovery	2025	K. Yuksel		10.48550/arxiv.2512.13857	2512.13857	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	0	include	Persistent multi-alternative graph representation supports LLM-guided program discovery and preserves reusable program components with evaluation.	yes	no	1_include	ok	search/full-texts/pdf/FT0033_TA01175_evolattice-persistent-internal-population-evolution-through-multi-alternative-qu.pdf	search/full-texts/text/FT0033_TA01175_evolattice-persistent-internal-population-evolution-through-multi-alternative-qu.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes EvoLattice as a persistent multi-alternative graph representation that preserves reusable program components and historical evidence during LLM-guided program discovery, with benchmark evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Batch 008 citation-only with abstracts. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0034	TA01346	D01346	Lingxi: Repository-Level Issue Resolution Framework Enhanced by Procedural Knowledge Guided Scaling	2025	Xu Yang; Jiayuan Zhou; Michael Pacheco; Wenhan Zhu; Pengfei He; Shaowei Wang; Kui Liu; Ruiqi Pan		10.48550/arxiv.2510.11838	2510.11838	citations	search/results-citations.json	forward | forward_from=chen2025sweexp;tang2025agentkb	0	include	Issue-resolution framework builds reusable procedural knowledge from historical fixes and reports SWE-bench Verified results.	yes	no	1_include	ok	search/full-texts/pdf/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.pdf	search/full-texts/text/FT0034_TA01346_lingxi-repository-level-issue-resolution-framework-enhanced-by-procedural-knowle.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes Lingxi extracting transferable procedural knowledge from historical issue-fixing data and using it to guide repository-level issue resolution, with SWE-bench Verified evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Batch 009 citation-only with abstracts. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0035	TA00171	D00171	EET: Experience-Driven Early Termination for Cost-Efficient Software Engineering Agents	2026		arXiv	10.48550/arXiv.2601.05777	2601.05777	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE	2	include	Structured experience from prior issue-resolution executions is reused by SE agents and evaluated on SWE-bench Verified.	yes	no	1_include	ok	search/full-texts/pdf/FT0035_TA00171_eet-experience-driven-early-termination-for-cost-efficient-software-engineering.pdf	search/full-texts/text/FT0035_TA00171_eet-experience-driven-early-termination-for-cost-efficient-software-engineering.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes EET distilling historical issue-resolution executions into an experience base retrieved for later software-engineering agent decisions, with SWE-bench Verified evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0036	TA00173	D00173	MemGovern: Enhancing Code Agents through Learning from Governed Human Experiences	2026	Qihao Wang; Ziming Cheng; Shuo Zhang; Fan Liu; Rui Xu; Heng Lian; Kunyi Wang; Xiaomin Yu; Jianghao Yin; Sen Hu; Yue Hu; Shaolei Zhang; Yanbing Liu; Ronghao Chen; Huacan Wang	arXiv	10.48550/arXiv.2601.06789	2601.06789	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.AI; forward | forward_from=chen2025sweexp;mu2025experepair	1	include	Experience cards form an explicit agent memory for SWE issue resolution and are evaluated on SWE-bench Verified.	yes	no	1_include	ok	search/full-texts/pdf/FT0036_TA00173_memgovern-enhancing-code-agents-through-learning-from-governed-human-experiences.pdf	search/full-texts/text/FT0036_TA00173_memgovern-enhancing-code-agents-through-learning-from-governed-human-experiences.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes MemGovern transforming cross-repository human debugging experience into governed experience cards and an agentic experience-search memory for code agents, with SWE-bench Verified evaluation.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0037	TA00195	D00195	SWE Context Bench: A Benchmark for Context Learning in Coding	2026		arXiv	10.48550/arXiv.2602.08316	2602.08316	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.SE;cs.AI	2	include	SWE-ContextBench explicitly evaluates context/experience reuse in programming agents across related tasks.	yes	no	1_include	ok	search/full-texts/pdf/FT0037_TA00195_swe-context-bench-a-benchmark-for-context-learning-in-coding.pdf	search/full-texts/text/FT0037_TA00195_swe-context-bench-a-benchmark-for-context-learning-in-coding.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes SWE-ContextBench as a benchmark explicitly evaluating programming agents' ability to accumulate, retrieve, and reuse prior context/experience across related coding tasks.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0038	TA00200	D00200	KernelBlaster: Continual Cross-Task CUDA Optimization via Memory-Augmented In-Context Reinforcement Learning	2026		arXiv	10.48550/arXiv.2602.14293	2602.14293	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.LG;cs.AI	7	include	Persistent CUDA Knowledge Base accumulates optimization experience for future GPU coding-agent tasks.	yes	no	1_include	ok	search/full-texts/pdf/FT0038_TA00200_kernelblaster-continual-cross-task-cuda-optimization-via-memory-augmented-in-con.pdf	search/full-texts/text/FT0038_TA00200_kernelblaster-continual-cross-task-cuda-optimization-via-memory-augmented-in-con.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes KernelBlaster using a persistent CUDA knowledge base that accumulates optimization experience for future CUDA kernel tasks, with a profile-guided evaluation pipeline.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0039	TA00202	D00202	OpenSage: Self-programming Agent Generation Engine	2026		arXiv	10.48550/arXiv.2602.16891	2602.16891	arxiv_chunk	search/arxiv-query-chunk-results.tsv	cs.AI;cs.CR;cs.SE	1	include	OpenSage provides structured graph-based memory and software-engineering tooling for generated agents.	yes	no	1_include	ok	search/full-texts/pdf/FT0039_TA00202_opensage-self-programming-agent-generation-engine.pdf	search/full-texts/text/FT0039_TA00202_opensage-self-programming-agent-generation-engine.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes OpenSage with AI-created graph-based long-term memory managed by a dedicated memory agent, sharing high-level knowledge across tasks and evaluated on SWE-Bench Pro and other agent benchmarks.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 002. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0040	TA00207	D00207	Structurally Aligned Subtask-Level Memory for Software Engineering Agents	2026	Kangning Shen; Jingyuan Zhang; Chenxi Sun; Wencong Zeng; Yang Yue	arXiv	10.48550/arXiv.2602.21611	2602.21611	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.SE;cs.AI; forward | forward_from=chen2025sweexp;joshi2025swebenchcl;wang2025repositorymemory;xia2025livesweagent;mu2025experepair	1	include	Subtask-level memory stores, retrieves, and updates SWE-agent experience and is evaluated on SWE-bench Verified.	yes	no	1_include	ok	search/full-texts/pdf/FT0040_TA00207_structurally-aligned-subtask-level-memory-for-software-engineering-agents.pdf	search/full-texts/text/FT0040_TA00207_structurally-aligned-subtask-level-memory-for-software-engineering-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes structurally aligned subtask-level memory that stores, retrieves, and incrementally updates reusable SWE-agent experience at subtask granularity, evaluated on SWE-bench Verified.	codex_full_text_005	2026-04-28T21:50:54Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 005 high-confidence include records.
FT0041	TA00208	D00208	Your Code Agent Can Grow Alongside You with Structured Memory	2026	Yingfei Deng; Xiaoqin Liu; Yi Zhang; Guowei Yang; Shuo Yang	arXiv	10.48550/arXiv.2603.13258	2603.13258	arxiv_chunk; citations	search/arxiv-query-chunk-results.tsv; search/results-citations.json	cs.LG;cs.AI;cs.SE; forward | forward_from=xia2025livesweagent	2	include	MemCoder stores long-term knowledge from historical project experience and evaluates sustained coding-agent improvement.	yes	no	1_include	ok	search/full-texts/pdf/FT0041_TA00208_your-code-agent-can-grow-alongside-you-with-structured-memory.pdf	search/full-texts/text/FT0041_TA00208_your-code-agent-can-grow-alongside-you-with-structured-memory.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text describes MemCoder structuring historical human coding experience into long-term structured memory, retrieving it for later SWE-bench issue resolution, and crystallizing validated solutions into persistent memory.	codex_full_text_006	2026-04-28T21:53:04Z	Calibration batch 001. | retrieval ok via arxiv | Full-text batch 006 high-confidence include records.
